unique_id,country,language,degree_major,degree_year,age,gender,spld,stars_test_1,stars_int_1,stars_int_2,stars_int_3,stars_test_3,stars_int_5,stars_test_4,stars_int_6,stars_test_6,stars_help_2,stars_help_3,stars_int_11,stars_test_8,stars_help_4
b9495353,Netherlands,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,3,1,3,1,3,2,2,1,1,1
b9f00840,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,3,3,3,4,2,3,2,2,2,3,2
bbf665d4,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,1,2,1,5,1,3,2,5,1,1,2,4,1
bcd3f8d9,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,1,1,3,1,3,2,3,3,3,1,4,3
bf5689df,Netherlands,English,Psychology,2nd Year,22-25,Male/Man,I do not have an SpLD,1,1,1,1,1,1,1,1,1,1,1,1,1,1
c2176739,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,2,1,1,2,1,2,1,1,1,1,2,1,1
c4291846,Netherlands,English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,4,2,3,2,3,2,4,3,3,1,3,4,4,3
c69758b2,Netherlands,English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,1,1,1,1,3,1,3,1,2,2,2,1,3,1
d3d0c09b,Netherlands,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,3,2,1,1,4,1,5,1,5,1,1,1,2,1
d51ff070,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,4,1,4,1,4,1,1,1,4,1
d588d4c2,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,4,3,2,3,3,3,3,3,3,1,3
d701d424,Netherlands,English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,2,1,1,1,4,1,4,1,4,1,1,1,3,1
d7d51f02,Netherlands,English,Psychology,1st Year,26+,Female/Woman,I do not have an SpLD,4,3,3,2,5,2,4,3,5,2,3,3,1,2
d7dff78f,Netherlands,English,Psychology,1st Year,18-21,Male/Man,ADHD/ADD,1,1,2,2,3,1,2,1,2,2,1,2,4,1
dd259ff3,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,1,4,1,2,3,4,5,4,1,3,3
ddf32fb6,Netherlands,English,Psychology,1st Year,26+,Male/Man,I do not have an SpLD,1,1,1,1,1,1,1,1,1,1,2,1,1,1
f184c80d,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,2,2,4,2,5,2,5,3,2,2,4,2
f20d1d5a,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,2,4,3,3,2,4,1,2,2,2,2
f2a3112d,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,2,5,2,5,2,4,3,2,3,4,2
f362bb68,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,3,5,4,4,4,4,4,5,3,3,2
f4dbf6f7,Netherlands,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,1,1,1,1,2,1,2,1,2,1,1,1,1,1
f65162f3,Netherlands,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,4,3,3,2,5,2,5,4,4,3,3,3,3,3
f72f52df,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,3,2,4,1,3,2,2,1,2,1
f858f82a,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,1,1,1,3,1,3,1,3,1,1,1,2,1
fc33a4f4,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,3,3,5,4,5,3,5,2,2,4,5,4
fdbaf008,Netherlands,English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,2,1,1,1,3,1,2,1,2,2,1,2,1,1
fdd325b9,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,1,5,1,5,3,5,3,2,2,5,3
fdf1d555,Netherlands,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,1,2,4,1,4,2,4,1,2,1,4,1
ff1873f9,Netherlands,English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,4,3,2,4,5,5,4,5,3,4,5,4,4,4
ff5f9594,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,ADHD/ADD,2,1,2,1,4,1,5,2,4,2,2,2,1,1
ffbf6642,Netherlands,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,2,1,3,1,4,1,4,1,4,4,4,2,5,3
fff5f3a2,Netherlands,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,4,4,1,4,2,4,4,4,2,3,3
03f35bda,England,English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,5,3,3,3,5,2,5,4,5,1,3,2,5,3
0c00c240,England,English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,2,1,1,1,2,1,2,2,2,2,1,1,1,2
0df044b5,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,2,2,3,1,2,3,4,2,2,3,2,2
1afb0c3a,England,English,Psychology,1st Year,26+,Female/Woman,I do not have an SpLD,1,3,3,2,5,1,3,1,2,2,2,2,4,1
20942359,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,2,4,1,4,4,5,5,4,3,4,2
2831f098,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,1,1,3,1,4,1,1,2,3,1
389f1cf9,England,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,2,4,2,4,4,2,4,2,4,2,2,4,4,3
3bf85691,England,English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,5,5,5,4,5,4,5,5,5,5,5,5,4,4
47bdf74b,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,5,3,5,1,5,3,5,5,4,3,5,4
5265c5d3,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,1,1,3,1,5,1,5,5,5,1,5,5
60d54333,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,4,5,4,5,2,5,4,5,3,4,5,5,5
60fa96ac,England,English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,5,4,4,5,5,4,5,5,5,5,5,5,5,5
66705ff6,England,English,Psychology,2nd Year,18-21,Female/Woman,ADHD/ADD,2,1,1,1,4,1,5,1,5,4,4,1,2,1
6963a6c2,England,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,1,1,1,2,1,1,3,2,3,3,2,1,2,3
89592180,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,5,3,5,3,5,4,5,4,3,3,5,3
8bd39df2,England,English,Psychology,NA,22-25,Female/Woman,I do not have an SpLD,3,2,2,4,4,1,5,2,4,1,2,3,3,1
8ffb19bc,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,5,3,5,2,5,2,3,2,4,2
9079f312,England,English,Psychology,1st Year,26+,Female/Woman,NA,4,4,4,4,4,1,5,4,5,2,2,3,1,3
93f96774,England,English,Psychology,3rd Year,22-25,Female/Woman,Dyslexia,4,5,5,5,5,5,5,5,5,5,5,5,5,5
99d74a0c,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,3,4,2,5,1,5,2,5,4,3,5,3,4
9ccf5679,England,English,Psychology,2nd Year,18-21,Female/Woman,Other - Undiagnosed Dyscalculia,4,5,3,4,5,5,4,5,4,5,5,5,5,4
9f90c7b0,England,English,Psychology,2nd Year,NA,Female/Woman,I do not have an SpLD,5,4,1,4,5,5,5,1,5,2,2,2,1,2
aa99dd23,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,5,1,4,1,4,3,3,1,4,3
afbf16f2,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,5,5,1,5,5,5,4,4,5,5,4
b4b8b040,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,2,3,3,4,3,4,4,4,1,4,1,4,1
b8f3c7d3,England,English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,4,3,5,2,5,1,5,4,5,4,4,3,3,4
bb3fcc10,England,English,Psychology,1st Year,22-25,Male/Man,ADHD/ADD,2,1,2,1,4,1,3,1,3,5,4,1,1,4
d526f5c9,England,English,Psychology,1st Year,26+,Female/Woman,I do not have an SpLD,5,3,5,1,5,1,5,4,5,3,2,2,4,4
f328a8b4,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,4,5,4,4,3,4,2,2,4,3,2
f6c08ffb,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,1,3,1,5,1,5,1,5,3,3,1,5,3
f91970d5,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,3,3,4,3,4,4,5,4,5,3,3,2
4df538c2,Indonesia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,4,1,5,1,4,1,4,2,2,2,3,1
4f4bf2b4,Indonesia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,3,2,3,1,4,2,2,2,1,2,2,2
a58a39bc,Indonesia,Non-English,Psychology,4th Year,18-21,Female/Woman,I do not have an SpLD,5,2,4,2,4,2,4,3,4,4,4,2,5,2
f028d421,Indonesia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,3,4,2,5,3,5,4,3,4,5,2
f484048f,Indonesia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,1,2,4,1,4,1,3,2,4,1,1,1,1,1
fba73538,Indonesia,Non-English,Psychology,2nd Year,18-21,Female/Woman,NA,5,5,5,5,5,4,5,5,5,5,5,5,3,2
fbb8c982,Indonesia,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,2,3,3,3,3,1,3,3,3,2,2,3,3,1
02f91024,Australia,English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,3,3,5,1,5,3,5,5,2,2,4,3
1433f239,Australia,English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,2,4,1,4,2,4,2,3,4,3,3
219fbd6b,Australia,English,Psychology,3rd Year,18-21,Male/Man,I do not have an SpLD,3,3,2,3,3,3,3,3,3,4,4,3,3,3
27d35bcb,Australia,English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,5,5,5,5,5,1,5,5,5,5,5,5,5,5
3f5086bb,Australia,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,1,4,1,4,2,4,3,4,1,4,3
48f97cf0,Australia,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,2,5,2,5,3,5,3,4,2,4,3
5a623653,Australia,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,2,2,1,2,2,3,2,2,4,4,2
7fcf7743,Australia,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,3,1,3,2,3,1,3,2,2,2,1,2,3,2
906dff21,Australia,English,Psychology,1st Year,18-21,Female/Woman,NA,4,2,4,3,2,3,4,2,3,3,3,2,2,3
91613275,Australia,English,Psychology,1st Year,18-21,Male/Man,NA,4,3,2,2,3,2,3,2,4,2,3,2,2,2
91913ffb,Australia,English,Psychology,3rd Year,26+,Male/Man,I do not have an SpLD,4,2,2,2,5,1,5,2,5,4,4,2,3,4
a89615a7,Australia,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,1,1,1,1,4,1,3,1,2,1,1,1,2,1
ab47f25c,Australia,English,Psychology,2nd Year,NA,Female/Woman,I do not have an SpLD,2,2,2,2,2,2,2,2,2,2,2,2,2,2
abf91862,Australia,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,4,2,4,2,5,2,4,3,4,3,5,2
bfad0fb4,Australia,English,Psychology,3rd Year,18-21,Male/Man,I do not have an SpLD,4,3,3,3,4,3,4,3,4,4,4,3,3,4
cf095109,Australia,English,Psychology,5th Year,22-25,Female/Woman,I do not have an SpLD,5,4,4,3,5,3,5,5,5,5,5,4,5,5
cfb29aa5,Australia,English,Psychology,3rd Year,22-25,Male/Man,I do not have an SpLD,4,4,4,3,4,3,4,3,1,2,3,4,4,2
d040bd57,Australia,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,5,4,5,5,4,2,4,4,4,3,3,4
dba8c4ca,Australia,English,Psychology,2nd Year,NA,Female/Woman,I do not have an SpLD,1,1,1,1,4,1,5,1,4,2,2,1,2,2
dcf1f262,Australia,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,4,2,4,1,5,2,3,4,5,1,1,1
dfdaf0f5,Australia,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,2,2,3,1,2,1,4,1,1,4,2,1
f11276cf,Australia,English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,3,3,3,5,4,5,3,4,4,4,4,2,4
f1962308,Australia,English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,4,3,3,1,3,2,5,4,5,4,4,3,4,4
f5cddf20,Australia,English,Psychology,2nd Year,18-21,Another Gender,I do not have an SpLD,4,2,2,1,5,1,3,2,4,4,4,2,2,4
f644f84c,Australia,English,Psychology,2nd Year,NA,Female/Woman,ADHD/ADD,2,2,2,1,5,1,2,1,2,4,4,2,3,4
f66b5d9f,Australia,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,4,4,4,4,2,4,3,1,1,5,3,1
f6b96b80,Australia,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,3,1,3,1,4,1,3,2,3,2,3,1,5,2
fbf84888,Australia,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,1,1,3,1,3,2,2,1,3,1
ff94994d,Australia,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,1,2,4,2,4,1,4,2,2,2,2,2
26ff985f,USA,English,Psychology,2nd Year,18-21,Female/Woman,ADHD/ADD,4,3,1,2,3,2,5,2,4,2,2,2,2,2
002a7731,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,3,2,4,5,4,4,4,5,3,3,3,3,2
02987a28,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,4,4,3,5,3,4,4,4,3,2,4,5,3
02d0fbbb,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,4,3,4,4,4,4,3,5,4,4,3,5,3
04317d22,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,3,1,2,1,3,3,2,2,2,1
09d814fa,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,4,2,5,1,4,4,5,4,3,2,3,3
0a1c0230,Italy,Non-English,Psychology,3rd Year,22-25,Male/Man,I do not have an SpLD,2,1,2,1,1,1,1,1,2,1,1,1,3,1
0ab142fa,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,4,5,2,2,4,5,4,5,4,5,2
0f243b6f,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,5,3,5,4,5,4,5,4,5,3,3,4,4,3
0fb9afff,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,3,4,3,3,3,4,2,3,3,2,3,4,2
1474c77f,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,5,2,4,4,5,1,4,5,5,2,4,4,3,4
150a1a77,Italy,Non-English,Psychology,3rd Year,22-25,Male/Man,I do not have an SpLD,4,2,4,3,4,1,3,2,5,1,1,2,4,1
1b2cff9b,Italy,Non-English,Psychology,3rd Year,26+,Female/Woman,I do not have an SpLD,3,2,1,2,2,1,2,2,3,2,3,3,1,3
1f1f38c8,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,3,3,5,1,5,2,4,1,2,3,2,1
1f726684,Italy,Non-English,Psychology,3rd Year,22-25,Male/Man,I do not have an SpLD,2,1,1,1,3,1,3,2,3,4,4,2,1,1
20f2afb1,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,4,5,2,5,1,5,4,5,3,3,2,5,2
2161091b,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,2,2,1,4,1,2,2,4,2,3,2,1,2
21f7af52,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,2,4,1,4,3,3,4,4,2,2,2
2327d671,Italy,Non-English,Psychology,3rd Year,18-21,Male/Man,I do not have an SpLD,3,3,3,3,3,2,2,2,3,3,3,3,3,3
2388a983,Italy,Non-English,Psychology,3rd Year,18-21,Male/Man,I do not have an SpLD,2,1,2,1,4,1,4,1,2,1,1,1,4,1
23f412bb,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,3,4,2,4,2,4,4,5,1,2,2,5,1
2484f5d7,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,2,3,1,5,1,2,2,4,2,2,2,1,1
27cbf8f9,Italy,Non-English,Psychology,NA,22-25,Female/Woman,I do not have an SpLD,5,4,3,4,5,3,2,4,5,4,4,2,1,1
2c166fb6,Italy,Non-English,Psychology,3rd Year,26+,Male/Man,I do not have an SpLD,4,2,2,2,4,1,4,2,4,1,3,3,2,2
2fbc592a,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,1,2,2,1,2,2,2,2,3,1,1,2,2,1
2fff5c5d,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,2,2,4,3,1,1,4,3,4,3,4,3
31036b38,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,1,1,1,5,1,2,2,5,2,2,1,3,2
321f1012,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,3,5,2,5,1,5,3,5,4,5,3,1,1
327543cf,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,3,4,2,5,1,5,3,4,4,5,3,4,3
33f6dc2f,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,2,3,2,4,1,3,3,3,2,2,2,5,1
3507dcc6,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,3,3,3,4,2,4,4,4,3,1,2,4,2
38fd0622,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,"Dyslexia, Dyscalculia",2,1,2,1,4,1,4,1,5,2,2,1,2,1
3988bb38,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,5,4,4,4,5,3,4,4,5,5,4,4,5,3
3b57fd33,Italy,Non-English,Psychology,3rd Year,26+,Female/Woman,I do not have an SpLD,1,2,2,2,2,1,2,1,2,2,1,3,2,2
3ba33cdc,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,1,2,2,2,2,2,3,2,1,1,1,3,2,1
3d233da1,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,1,1,1,5,1,3,1,4,3,2,1,2,1
3dc509a7,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,4,1,2,2,4,1,1,1,3,1
3f5bb51d,Italy,Non-English,Psychology,3rd Year,22-25,Male/Man,I do not have an SpLD,1,3,3,1,4,1,3,2,3,2,2,3,3,1
41fa2c2b,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,1,2,3,2,4,2,3,2,5,3,4,2,2,1
436c1aff,Italy,Non-English,Psychology,3rd Year,26+,Female/Woman,I do not have an SpLD,2,2,2,2,5,2,2,1,5,2,1,2,3,1
43cf1f06,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,5,2,5,2,4,5,5,4,3,4,4,2
43d92512,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,3,3,4,4,4,2,3,5,3,2,2,3,1
44b6b762,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,3,2,4,2,4,3,4,4,3,3,4,2
45d8761b,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,1,3,3,2,2,1,2,2,2,2,2,3,2,1
45ffcfcc,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,3,1,3,2,2,3,3,1,2,3,2,1
46bf5baf,Italy,Non-English,Psychology,3rd Year,NA,Female/Woman,I do not have an SpLD,3,2,2,2,4,1,2,3,4,3,3,1,1,2
47df3983,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,4,2,3,5,3,4,3,5,3,2,2,5,1
488f8bf3,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,3,5,2,4,3,5,3,2,5,3,2
48ff8329,Italy,Non-English,Psychology,3rd Year,18-21,Male/Man,I do not have an SpLD,3,2,2,1,4,2,3,5,3,2,2,2,3,1
4c45f133,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,1,5,2,5,1,2,1,5,1,2,2,4,1
4cf1966f,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,2,5,2,5,3,5,4,4,2,4,2
4f54384b,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,Dyslexia,5,2,5,1,5,1,5,3,5,3,1,3,4,1
4fdf7f1f,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,4,2,4,5,4,4,4,4,4,4,5,2,2
519d0fda,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,2,2,2,4,1,3,3,4,3,3,3,5,2
559c757d,Italy,Non-English,Psychology,NA,22-25,Female/Woman,NA,3,2,2,2,4,2,1,1,4,1,1,2,1,1
5636b8ff,Italy,Non-English,Psychology,3rd Year,22-25,Male/Man,I do not have an SpLD,2,1,2,1,3,1,3,1,3,1,1,1,1,1
563b1a10,Italy,Non-English,Psychology,3rd Year,26+,Male/Man,I do not have an SpLD,2,1,2,1,2,1,1,1,2,1,1,1,2,1
5702c020,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,1,2,3,5,1,4,3,5,1,1,2,4,1
57999ffc,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,4,5,4,4,5,5,4,4,4,4,4,4,4
582f2364,Italy,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,5,3,5,3,2,5,5,1,2,3,1,1
58fb9aff,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,3,3,4,3,4,4,2,3,3,3,2
5af95053,Italy,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,1,5,1,5,2,4,3,2,2,4,2
5b43dd04,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,"Dyslexia, Dyscalculia",2,5,1,4,5,5,5,5,2,1,1,5,1,1
5b802f68,Italy,Non-English,Psychology,3rd Year,18-21,Male/Man,I do not have an SpLD,2,2,3,1,3,1,3,2,3,1,2,1,2,1
5c85b9dd,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,2,2,2,5,2,4,2,5,2,2,2,1,2
61ac0fda,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,2,2,2,4,2,2,3,3,2,2,2,2,1
61d2ca3c,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,2,5,2,5,4,5,5,4,3,5,3
650f90f3,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,2,1,3,2,5,1,3,4,4,1,1,2,2,1
65f1fd8b,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,ADHD/ADD,5,4,5,4,5,2,5,5,5,4,4,4,3,1
66dcdbd8,Italy,Non-English,Psychology,3rd Year,22-25,Male/Man,Dyscalculia,3,2,2,1,5,1,2,2,5,2,2,1,3,2
67633d9f,Italy,Non-English,Psychology,3rd Year,18-21,Another Gender,I do not have an SpLD,1,2,2,1,5,1,4,2,5,5,4,2,4,4
6864dafb,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,2,4,2,4,1,2,3,4,3,3,3,4,2
6a693445,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,2,4,4,2,3,3,5,4,4,3,3,3
719cdf14,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,5,5,5,5,5,5,5,5,5,5,4,5,4,5
722c48d1,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,2,2,1,3,3,2,1,2,3,2,2,3,3,1
7460f16f,Italy,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,5,2,5,1,3,4,5,1,3,3,3,2
75d9998b,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,2,2,1,1,3,1,1,1,4,1,1,3,1,2
76074099,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,2,1,2,4,1,2,2,4,2,2,2,2,1
76ad7db9,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,2,2,4,1,3,3,4,1,2,2,5,2
77f8c572,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,2,2,2,4,3,3,3,2,1,4,4,3,2
78a3f13f,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,4,5,3,4,2,5,3,5,4,3,3
7aa0097f,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,2,2,4,1,3,2,5,1,1,3,2,1
7b9b68fa,Italy,Non-English,Psychology,3rd Year,18-21,Male/Man,"Dyslexia, Dysgraphia/Dysorthography",2,1,3,1,3,1,3,2,3,2,2,1,3,2
7ff50b61,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,3,2,5,1,4,2,4,4,4,2,2,1
805ff847,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,4,5,4,5,3,5,5,5,2,2,4,3,2
80b7ab7c,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,3,2,3,3,1,1,2,2,1,1,3,1,1
80c53218,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,4,4,3,5,4,3,4,4,3,4,4,3,2
844b2426,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,2,2,1,5,1,3,2,5,2,2,2,5,1
851fc4ab,Italy,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,2,4,1,4,4,5,4,2,3,2,1
858af1f5,Italy,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,2,3,1,4,1,1,2,5,1,1,2,1,1
